"","McAllister.LTS.JH22","McAllister.LTS.JH23","McAllister.LTS.JH24","McAllister.LTS.JH25","McAllister.LTS.JH26","McAllister.LTS.JH27","McAllister.LTS.JH28","McAllister.LTS.JH29","McAllister.LTS.JH30","McAllister.LTS.JH31","McAllister.LTS.JH32","McAllister.LTS.JH33","McAllister.LTS.JH34","McAllister.LTS.JH35","McAllister.LTS.JH36","McAllister.LTS.MD1","McAllister.LTS.MD10","McAllister.LTS.MD11","McAllister.LTS.MD12","McAllister.LTS.MD13","McAllister.LTS.MD14","McAllister.LTS.MD15","McAllister.LTS.MD16","McAllister.LTS.MD17","McAllister.LTS.MD18","McAllister.LTS.MD19","McAllister.LTS.MD2","McAllister.LTS.MD20","McAllister.LTS.MD21","McAllister.LTS.MD3","McAllister.LTS.MD4","McAllister.LTS.MD5","McAllister.LTS.MD6","McAllister.LTS.MD7","McAllister.LTS.MD8","McAllister.LTS.MD9","McAllister.STS.JH23","McAllister.STS.JH24","McAllister.STS.JH25","McAllister.STS.JH26","McAllister.STS.JH27","McAllister.STS.JH28","McAllister.STS.JH29","McAllister.STS.JH30","McAllister.STS.JH31","McAllister.STS.JH32","McAllister.STS.MD1","McAllister.STS.MD10","McAllister.STS.MD11","McAllister.STS.MD12","McAllister.STS.MD13","McAllister.STS.MD14","McAllister.STS.MD15","McAllister.STS.MD16","McAllister.STS.MD17","McAllister.STS.MD18","McAllister.STS.MD19","McAllister.STS.MD2","McAllister.STS.MD20","McAllister.STS.MD21","McAllister.STS.MD22","McAllister.STS.MD3","McAllister.STS.MD4","McAllister.STS.MD5","McAllister.STS.MD6","McAllister.STS.MD7","McAllister.STS.MD8","McAllister.STS.MD9"
"Zotu.0107",0,0,2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0108",0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,240,0,303,16,763,4,202,350,0,6,0,0,0,0,0,138,0,158,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0109",1,155,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,109,0,530,1106,178,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu.0110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1941,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0111",0,0,0,0,114,0,0,0,0,0,0,0,0,22,8,201,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,64,86,0,0,686,310,0,0,0,0,0,0,0
"Zotu.0112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0,1,0,40,653,0,0,0,51,0,18,0
"Zotu.0113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,2352,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu.0114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2,0,723,0,0,0,227,226,0,466,22,0,0,62,0,0,1,0,35,0,0,0,0,0,0,0,0,42,0,0,0,0,0,88,0,0,0,0,0,0,0,6,92,0,0,0,0,5,0,0,0,0
"Zotu.0115",0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,278,0,0,0,0,2,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,230,306,0,0,0,0,0,0,0,0,0,340,0,0,0
"Zotu.0116",0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,101,0,0,116,0,56,5,0,16,0,0,555,0,140,997,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0117",3,0,2,18,0,1,0,92,0,1,0,0,0,3,0,2,0,2,0,0,0,243,2,12,0,0,0,131,1,1,0,1,0,41,3,127,1,0,0,408,2,0,3,1,0,487,122,46,0,2,54,0,1,0,1,54,1,0,1,425,0,1,1,0,0,2,1,0
"Zotu.0118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0119",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,238,0,0,0,924,308,0,0,0,245,0,361,0
"Zotu.0120",2,0,1,0,0,0,0,0,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0121",820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0122",0,0,0,705,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0123",0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,452,312,2,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,253,0,0,0
"Zotu.0124",0,0,0,0,0,2,0,0,0,0,0,0,0,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0125",263,0,0,0,0,0,154,0,0,110,0,0,0,0,0,0,0,79,0,191,0,212,0,0,0,0,0,0,0,0,0,2,387,0,0,0,0,0,0,0,0,0,0,89,0,0,214,0,0,0,242,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu.0126",1,0,0,0,148,0,0,584,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,58,1143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Zotu.0127",0,0,0,0,0,0,0,0,0,0,0,133,0,488,322,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,78,0,0,0,0,0,0,0,0,0,429,0
"Zotu.0128",0,0,0,0,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,197
"Zotu.0129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,423,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,699,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,218,0,0,0,0
"Zotu.0130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,57,182,0,0,588,14,0,195,0,0,0,0,2,0,0,412,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
"Zotu.0131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,0,0,0,0,0,0,0,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0132",0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0
"Zotu.0133",0,0,0,0,0,0,0,0,328,0,1,0,0,0,0,163,0,0,0,0,0,0,27,0,54,0,537,0,0,0,11,221,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0134",0,0,576,0,0,0,0,17,55,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0,30,0,125,0,535,133,0,228
"Zotu.0135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,293,0,0,0,0,0,222,0,0,273,278,23,0,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0136",0,0,628,0,0,0,0,0,152,0,0,0,0,0,0,0,0,102,0,0,0,371,0,0,0,0,163,0,0,367,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Zotu.0137",1,0,0,0,0,0,0,177,127,0,0,0,0,0,0,0,0,0,0,0,80,0,44,5,0,0,115,0,2,0,256,0,0,0,59,386,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0138",0,0,46,0,0,0,0,0,0,0,0,0,0,0,198,0,0,22,0,0,0,0,2,0,43,0,0,0,0,2,0,0,0,0,0,0,0,0,0,390,0,0,331,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,129,0,0,0,613,50,0,0
"Zotu.0139",0,0,0,0,0,0,0,0,0,0,0,0,1038,0,0,0,244,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,207,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,460,0,0,0,611,926,0,0,0,0,0,0,0
"Zotu.0141",0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,130,820,0,0,0,0,0,0,0,0,0,304,0,0,3
"Zotu.0142",706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,190,0
"Zotu.0143",0,0,1481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0
"Zotu.0144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1491,0,0,0,0,0,0,131,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0145",0,0,0,0,0,0,0,0,0,225,283,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,1,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,1,0,195,731,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0148",0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,26,121,0,329,0,0,0,310,0,1,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0150",0,0,0,0,0,0,0,0,0,0,0,0,0,247,2,0,0,25,0,26,0,0,0,0,190,0,0,130,0,418,0,32,4,602,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0151",0,0,262,0,0,0,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0
"Zotu.0152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,1,0,0,0,448,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,427,0,0,0,0,61,0,0,0,0,0,370,0
"Zotu.0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,771,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0
"Zotu.0154",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,203,88,357,0,0,0,14,10,0,40,0,0,2,191,60,23,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0155",273,0,124,0,0,0,0,0,458,0,0,0,0,0,0,170,0,17,0,144,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,15,0,88,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,10,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,50,0,0,0,0,3,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,161,0,0,0,132,445,0,0,0,0,0,0,0
"Zotu.0158",0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,2,0,0,0,0,0,161,0,0,0,1,7,0,1499,173,0,781,0,838,71,385,10,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,530,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Zotu.0159",75,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,851,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0160",0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,0,0,0
"Zotu.0161",0,0,0,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,1,291,0,0,0,0,0,0,0,5,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,187,0,0,196,0,0,0,0,0,0,0,0,0,0,121,0,301,0,0
"Zotu.0164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,163,0,0,0,0,0,0,0,2,0,0,342,0,0,374,0,0,16,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0165",0,0,45,0,0,256,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,58,0,0,239,0,0,0,0,0,0,0,0,135,184,0,0,0,0,0,0,146,0,0,0
"Zotu.0166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,184,0,139,0,0,0,0,417,0,0,0,42,196,0,0,0,0,0,0,0
"Zotu.0168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,211,0,0,0,45,140,99,144,68,107,128,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0
"Zotu.0169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,410,622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0170",0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0171",0,0,0,0,0,0,0,0,86,0,152,0,107,0,0,33,0,0,143,0,0,28,0,0,0,0,239,0,0,0,433,106,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
"Zotu.0172",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,68,0,0,0,4,0,25,0,0,0,135,79,661,0,119,40,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,134,89,26,0,0,0,0,0,0,0,0,72,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,88,75,0,0,368,0,0,0,0,0,0,380,0
"Zotu.0174",0,0,0,0,0,0,0,0,74,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,65,0,0,0,0,316,0,0,0,0,0,0,0,96,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122,0,0,0,0,166,0,0,0
"Zotu.0175",0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,128,0,0,0,0,0,0,0,0,0,0,0,0,451,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Zotu.0177",0,0,0,0,0,0,0,0,0,0,0,299,0,0,97,0,0,0,0,183,0,286,1,127,256,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0178",0,0,0,0,0,219,0,155,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,320,0,0,0,0,0,0,304,0,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,89,0,0,0,0,0,0,0,178,0,315,0,1,1,0,185,0,0,0,1,0,0,0,21,245,0,0,0,0,0,0,0,0,0
"Zotu.0180",565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,248,0,0,0,346,0,0,0,0,0,0,1,22,76,0,0,0,1,0,0,0,0,0,0,0
"Zotu.0181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,507,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0184",0,0,0,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0185",0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,334,1,165,0,0,0,0,0,9,0,0,527,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,75,0,0,1239,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
"Zotu.0187",0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,183
"Zotu.0188",0,0,0,0,0,0,304,0,0,0,0,0,0,468,0,0,0,18,0,0,0,0,0,0,326,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"Zotu.0189",0,0,0,0,0,0,0,0,0,0,0,0,0,1225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,933,144,0,0,0,0,0,187,6,23,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0192",0,0,0,0,0,0,0,0,0,5,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,100,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,463,0,0,184,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0
"Zotu.0194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu.0196",123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,155,0,281,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
